word,1501-1550,1551-1600,1601-1650,1651-1700,mean,in_lila_embeddings,in_lasla,in_operamaiora,transl
luctus,195,366,276,350,296.75,True,True,True,"mourn, grieve (over), bewail, lament, be in mourning"
sempiternus,167,664,167,189,296.75,True,True,True,"perpetual/everlasting/permanent/eternal, lasting forever/for relevant period"
regi,63,323,211,589,296.5,False,False,False,rule
theologi,60,390,351,385,296.5,False,False,False,"theologian, one who writes/discourses/teaches on God/gods"
èb,150,431,266,339,296.5,False,False,False,
approbo,158,486,225,316,296.25,True,True,True,"excellent, worthy"
pulcher,124,622,185,252,295.75,True,True,True,"beautiful, pretty"
torqueo,210,396,220,356,295.5,True,True,True,"turn, twist, hurl, torture, torment, bend, distort, spin, whirl, wind (round)"
uagus,197,292,236,456,295.25,True,True,True,
quis,181,440,160,399,295.0,True,True,True,to be able
carbunculus,266,467,317,130,295.0,False,True,False,"live coal, red tophus, precious stone, vine blight, carbuncle/tumor/anthrax"
subsequor,184,410,219,367,295.0,True,True,True,"follow close after, pursue, support"
allicio,169,556,209,245,294.75,True,True,True,"draw gently to, entice, lure, induce (sleep), attract, win over, encourage"
aethereus,95,349,269,465,294.5,False,False,True,"ethereal, heavenly, divine, celestial, of the upper atmosphere, aloft, lofty"
innumerabilis,94,447,136,500,294.25,True,True,True,"innumerable, countless, numberless, without number, immense"
latro,235,404,164,373,294.0,True,True,True,"bark, bark at"
clades,203,298,214,458,293.25,False,True,False,Disaster
alioqui,183,573,229,188,293.25,True,True,True,"otherwise, in other/some respects, besides, else, in any case, in general"
medico,167,419,227,359,293.0,True,True,True,doctor
obsum,172,543,169,288,293.0,True,True,True,"pig, pork, swine"
grauo,254,671,132,114,292.75,True,True,True,
simplicitas,129,457,264,321,292.75,True,True,True,"simplicity, candor"
promo,212,438,223,298,292.75,True,True,True,"take/bring out/forth, bring into view, bring out/display on the stage"
maternus,211,363,253,344,292.75,True,True,True,"maternal, motherly, of a mother"
noctu,151,411,226,382,292.5,False,True,False,"(1.) by night, at night (2.) in the night (3.) in the night"
cer,264,549,126,230,292.25,False,False,False,
reputo,104,354,165,546,292.25,True,True,True,"think over, reflect"
laudabilis,88,634,176,271,292.25,True,True,True,praiseworthy
acrimonia,180,637,199,153,292.25,False,False,True,"acrimony, briskness, caustic/corrosive/pungent quality, indigestion, vigor"
opprimo,145,545,179,299,292.0,True,True,True,"suppress, overwhelm, overpower, check"
ima,235,466,201,265,291.75,False,False,False,"inmost, deepest, bottommost, last, [~ vox => highest treble]"
uirilis,279,519,136,233,291.75,True,True,True,
ueter,373,494,130,170,291.75,False,False,False,
cadmia,214,368,145,440,291.75,False,False,False,"zinc oxide, calamine, dross/slag formed in a furnace (L+S)"
utrus,144,450,253,319,291.5,False,False,False,"either, which (of two), each"
dextra,245,394,268,257,291.0,False,False,False,"right, right-hand"
lenis,199,526,177,261,290.75,True,True,True,"mitigate, moderate, alleviate, allay, assuage, ease, calm, placate, appease"
plautus,333,538,116,176,290.75,False,True,False,
inuo,260,535,146,220,290.25,False,False,False,
funus,205,243,322,391,290.25,True,True,True,"burial, funeral, funeral rites, ruin, corpse, death"
deterior,179,661,144,177,290.25,True,True,True,
indus,252,432,228,248,290.0,False,True,False,"Indian, from/of/belonging to India, of Indian ivory, [dens ~ => Indian ivory]"
instans,173,522,177,288,290.0,True,True,True,"pursue, threaten, approach, press hard, be close to (w/DAT), stand in/on"
succa,168,522,195,274,289.75,False,False,False,
ordinarius,45,158,378,578,289.75,True,True,True,"regular, ordinary"
perfundo,251,476,197,235,289.75,True,True,True,"pour over/through, wet, flood, bathe, overspread, coat, overlay, imbue"
subsido,171,386,196,405,289.5,True,True,True,"settle, sink, subside, neglect (Latham)"
respiro,155,617,146,239,289.25,True,True,True,"breathe out, take breath, enjoy a respite"
potior,132,390,289,346,289.25,True,True,True,"obtain, acquire, grasp, attain, reach (goal), come by (experiences)"
joannes,10,7,154,985,289.0,False,False,False,John
innato,190,362,239,364,288.75,False,True,False,be born (in or on)
lubricus,164,437,195,359,288.75,True,True,True,"slippery, sinuous, inconstant, hazardous, ticklish, deceitful"
domino,168,617,133,237,288.75,False,False,False,"mister, gentleman, lord"
eminentia,122,525,289,218,288.5,False,False,True,"stand out, be prominent/preeminent, excel, project"
uigor,193,615,186,160,288.5,True,True,True,
moror,163,364,255,371,288.25,True,True,True,"delay, stay, stay behind, devote attention to"
pote,168,470,180,334,288.0,False,False,False,"be able, can"
delicia,131,336,225,460,288.0,True,True,True,"pleasure/delight/fun (usu. pl.), activity affording enjoyment, luxuries, toys"
euerto,181,498,206,267,288.0,True,True,True,
aemulus,119,320,291,422,288.0,False,True,False,"envious, jealous, grudging, (things) comparable/equal (with/to)"
ep,35,262,330,525,288.0,False,False,False,
fuluus,237,501,146,267,287.75,False,True,False,
scala,131,325,215,480,287.75,False,False,True,ladder (pl.)
peritia,181,378,131,460,287.5,True,True,True,"practical knowledge, skill, expertise, experience"
distraho,171,473,157,349,287.5,True,True,True,"draw/pull/tear apart, wrench, separate, (sub)divide, sell in parcels, distract"
suppleo,84,222,288,556,287.5,True,True,True,supply
dogmatum,134,534,217,261,286.5,False,False,False,"doctrine, defined doctrine, philosophic tenet, dogma, teaching, decision, edit"
capto,198,398,165,385,286.5,True,True,True,catch
resulto,199,367,231,348,286.25,True,True,True,"reverberate, resound, re-echo, rebound, spring back"
tristitia,180,558,194,213,286.25,True,True,True,sadness
cos,281,366,184,313,286.0,False,True,False,"flint-stone, whetstone, hone, grinding stone, rocks (pl.), any hard stone (L+S)"
sis,151,382,166,444,285.75,False,False,False,"be, exist"
rigidus,184,375,192,392,285.75,True,True,True,"stiff, hard, stern, rough"
placidus,267,297,321,257,285.5,False,True,False,"gentle, calm, mild, peaceful, placid"
patiens,110,639,155,238,285.5,True,True,True,"suffer, endure, permit"
inuoluo,266,554,148,174,285.5,True,True,True,
iniicio,247,699,131,64,285.25,False,False,False,
natus,122,268,248,503,285.25,False,True,False,"born, descending (from)"
serpo,347,449,157,187,285.0,True,True,True,"crawl, move slowly on, glide, creep on"
uanitas,154,326,255,405,285.0,True,True,True,
affinis,111,392,226,409,284.5,True,True,True,"neighboring, adjacent, next, bordering, related (marriage), akin, connected"
britannia,203,258,203,472,284.0,False,True,False,Britain
passer,111,568,99,357,283.75,True,True,True,sparrow
pudor,179,260,370,326,283.75,True,True,True,"decency, shame, sense of honor, modesty, bashfulness"
uiro,313,386,193,242,283.5,False,False,False,
diluo,241,347,267,279,283.5,True,True,True,"wash (away/off), dissolve and carry away, purge/clear/empty (bowels), drench"
nitidus,236,364,239,294,283.25,False,True,False,"shining, bright, shiny"
catena,95,301,215,521,283.0,False,True,False,"chain/bind/tie/shackle together, secure with bonds/chains/fetters"
repero,179,297,258,397,282.75,False,False,False,thick boot of raw hide
perturbo,134,471,164,361,282.5,True,True,True,"confuse, throw into confusion, disturb, perturb, trouble, alarm"
clamor,189,457,148,336,282.5,True,True,True,"shout, call"
squama,168,608,162,192,282.5,True,True,True,"scale, metal-plate used in the making of scale-armor"
volumen,95,245,302,487,282.25,False,False,False,"book, chapter, fold"
aequor,331,232,316,250,282.25,False,True,False,"level, make even/straight, equal, compare, reach as high or deep as"
insequor,195,544,142,247,282.0,True,True,True,"tell, tell of, relate (L+S), declare, pursue the narration, tell me about it"
immortalitas,158,434,238,297,281.75,True,True,True,"immortality, divinity, being a god, indestructibility, permanence, remembrance"
thracia,300,361,169,295,281.25,False,True,False,"Thracian, of/belonging to Thrace, gem, [lapis ~ => combustible stone/lignite]"
scabies,244,585,165,130,281.0,False,True,False,"itch, mange"
bet,219,570,122,213,281.0,False,False,False,
praecipito,132,404,242,346,281.0,True,True,True,"throw headlong, cast down"
exhalo,124,310,220,469,280.75,False,True,False,"breathe out, evaporate, die"
iumentum,264,773,51,35,280.75,True,True,True,Baggage Animal
perfero,204,455,193,270,280.5,True,True,True,"bear, carry, convey"
stoicus,174,441,73,433,280.25,True,True,True,Stoic
foetidus,99,565,198,259,280.25,True,True,True,"stinking, foul-smelling, having a bad smell/odor"
copulo,167,409,269,275,280.0,True,True,True,"connect, join physically, couple, bind/tie together, associate, unite, ally"
nec,130,370,190,430,280.0,True,True,True,"(1.) and not, nor, not, neither, not even (2.)  (3.) "
uasculum,146,404,137,432,279.75,True,True,True,
iacto,308,422,163,224,279.25,True,True,True,"throw, cast, hurl, lay, scatter, diffuse, skid"
censet,169,392,148,407,279.0,False,False,False,"think/suppose, judge, recommend, decree, vote, determine, count/reckon, assess"
consurgo,383,328,165,239,278.75,True,True,True,"rise/stand up (body of people), rise (jury/from meal/to speak/from bed), ambush"
vixit,63,193,239,620,278.75,False,False,False,live
temerè,31,416,259,408,278.5,False,False,False,"rashly, blindly"
semita,116,378,232,387,278.25,True,True,True,path
tener,320,391,216,185,278.0,True,True,True,"tender (age/food), soft/delicate/gentle, young/immature, weak/fragile/frail"
horreo,193,386,181,351,277.75,True,True,True,"dread, shrink from, shudder at, stand on end, bristle, have rough appearance"
commutatio,255,297,324,234,277.5,True,True,True,"change, reversal, upheaval, alteration, exchange, substitution, interchange"
percutio,167,428,180,334,277.25,True,True,True,"beat, strike, pierce"
commoditas,247,464,201,197,277.25,False,True,False,"timeliness, fitness, aptness, convenience, advantage, utility, complaisance"
parco,177,331,235,366,277.25,True,True,True,"be lenient, spare"
emico,237,515,184,173,277.25,False,True,False,"leap/dash/bolt/jump/spurt/burst/break/shine out, spring/dart/shoot forth/up"
clemens,128,371,187,423,277.25,True,True,True,"merciful/loving, lenient/mild/gentle, quiet/peaceful, easy, moderate, compliant"
cultor,135,288,290,392,276.25,True,True,True,"inhabitant, husbandman/planter/grower, supporter, worshiper, who has interest"
seges,212,431,182,278,275.75,True,True,True,"grain field, crop"
euito,100,838,116,49,275.75,True,True,True,
censor,59,120,663,260,275.5,False,True,False,"censor, magistrate for registration/census, censurer, critic (behavior/books)"
iuppiter,158,177,596,170,275.25,True,True,True,jupiter
ualo,136,490,192,282,275.0,False,False,False,
tranquillus,187,374,206,333,275.0,True,True,True,"quiet, calm"
remissio,136,603,184,176,274.75,True,True,True,"(1.) letting go, release (2.) relaxation"
mela,650,129,159,161,274.75,False,True,False,"song, tune, air, strain, lay, melody, hymn"
procella,159,262,252,425,274.5,True,True,True,"storm, gale, tumult, commotion, blast, blast"
uilis,198,570,157,172,274.25,True,True,True,
infirmitas,226,483,171,216,274.0,True,True,True,"weakness, sickness"
ministro,209,501,200,185,273.75,True,True,True,"to serve, to provide, to supply"
fulgeo,183,357,278,276,273.5,True,True,True,"flash, shine, glow, gleam, glitter, shine forth, be bright"
pando,218,290,310,275,273.25,True,True,True,spread out [passis manibus => with hands outstretched]
saluus,102,391,212,387,273.0,True,True,True,
subditus,276,361,201,253,272.75,False,False,False,"place under, apply, supply"
cuspis,167,237,281,406,272.75,False,True,False,"point/tip (spear), pointed end, spit/stake, blade, javelin/spear/lance, sting"
diduco,180,426,206,279,272.75,False,True,False,"divide, split, separate, sever, cause to come apart, break up, loosen (knot)"
femur,245,343,170,333,272.75,True,True,True,"speak (prophetically), talk, foretell"
documentum,134,286,283,387,272.5,True,True,True,"lesson, instruction, warning, example, document, proof"
confiteor,139,498,203,250,272.5,True,True,True,"confess (w/ACC), admit, acknowledge, reveal, disclose, concede, allow, denote"
antrum,263,199,293,333,272.0,False,True,False,"cave, cavern, hollow place with overarching foliage, cavity, hollow, tomb"
laqueus,121,681,112,173,271.75,True,True,True,"noose, snare, trap"
appropinquo,155,399,243,289,271.5,True,True,True,"approach, near, converge"
fragilis,229,399,228,230,271.5,True,True,True,"brittle, frail, impermanent"
uolucris,174,214,258,439,271.25,False,True,False,
nex,157,404,207,317,271.25,True,True,True,"death, murder"
intermitto,160,525,170,230,271.25,True,True,True,"interrupt, omit, stop, leave off (temporarily), leave a gap"
saxonia,145,330,243,366,271.0,False,False,False,
uigeo,166,561,168,189,271.0,True,True,True,
audacia,165,492,170,257,271.0,True,True,True,"bold, daring, courageous, reckless, rash, audacious, presumptuous, desperate"
excelsus,136,441,216,291,271.0,False,True,False,"be eminent/preeminent, excel"
iuuentus,373,513,129,69,271.0,True,True,True,
feruo,276,603,119,85,270.75,False,False,False,
lustro,182,245,313,343,270.75,True,True,True,"purify cermonially (w/procession), cleanse by sacrifice, expiate"
angli,64,431,284,302,270.25,False,False,False,"Englishman, English (pl.), Angles (Low German invaders/colonizers of Britain)"
rudimentum,202,315,248,316,270.25,True,True,True,"first lesson(s), early training"
nuga,132,273,220,454,269.75,False,False,False,"play the fool, talk nonsense, trifle"
elegantia,231,246,236,365,269.5,False,True,False,"elegant, fine, handsome, tasteful, fastidious, critical, discriminating, polite"
continens,162,252,378,285,269.25,False,True,False,"hold together, contain, keep, enclose, restrain"
dissolutio,91,495,158,332,269.0,True,True,True,"disintegration, dissolution, destruction, disconnection, refutation"
affinitas,116,464,194,301,268.75,True,True,True,"relation(ship) by marriage, relationship (man+wife), bond/union, neighborhood"
vlla,94,457,217,307,268.75,False,False,False,any
reficio,142,493,217,222,268.5,True,True,True,"rebuild, repair, restore"
conseruatio,126,662,158,128,268.5,True,True,True,
circa,82,323,252,416,268.25,True,True,True,"around, all around, round about, near, in vicinity/company, on either side"
publicè,27,334,256,456,268.25,False,False,False,"public, (res, rei) ( Publica ae) = state, government, republic"
decor,186,351,224,312,268.25,True,True,True,"beautiful, pleasing to the senses"
sulfur,227,350,220,275,268.0,True,True,True,"brimstone, sulfur, lightning/thunder (associated with brimstone)"
pruritus,186,557,155,174,268.0,False,False,False,itching
conscendo,235,307,251,278,267.75,True,True,True,"climb up, ascend, scale, rise to, mount (horse), board (ship)/embark/set out"
substituo,73,276,196,526,267.75,True,True,True,"place in rear/reserve, make subject/answerable to, substitute, make alternative"
